,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
64,mukhtolovo,55.46,43.2,37.53,88,100,14.32,RU,1602985589
65,asau,46.43,26.4,45.0,79,21,4.97,RO,1602985589
66,bambous virieux,-20.34,57.76,69.01,88,20,4.7,MU,1602985589
67,cockburn town,21.46,-71.14,83.48,80,81,22.39,TC,1602985589
68,esperance,-33.87,121.9,60.8,67,0,11.41,AU,1602985590
69,terney,45.05,136.61,56.61,50,0,9.71,RU,1602985590
70,port elizabeth,-33.92,25.57,60.8,87,20,13.87,ZA,1602985532
71,hofn,64.25,-15.21,40.8,76,100,6.8,IS,1602985590
72,sao jose da coroa grande,-8.9,-35.15,75.31,81,6,10.49,BR,1602985590
73,seminole,28.71,-81.21,75.99,88,75,6.93,US,1602985413
74,new norfolk,-42.78,147.06,60.01,65,100,1.99,AU,1602985591
75,cape town,-33.93,18.42,57.2,82,20,5.82,ZA,1602985496
76,te anau,-45.42,167.72,56.57,64,100,4.25,NZ,1602985591
77,yarada,17.65,83.27,80.6,100,40,2.24,IN,1602985591
78,tarko-sale,64.92,77.78,25.9,96,97,20.51,RU,1602985591
79,hobart,-42.88,147.33,61.0,54,75,9.17,AU,1602985483
80,hithadhoo,-0.6,73.08,82.96,77,100,21.14,MV,1602985588
81,iqaluit,63.75,-68.51,33.8,74,90,4.7,CA,1602985413
82,nanortalik,60.14,-45.24,38.91,84,60,2.8,GL,1602985592
83,tiarei,-17.53,-149.33,80.6,78,75,14.99,PF,1602985592
84,rumonge,-3.97,29.44,74.3,59,4,2.35,BI,1602985592
85,saint george,37.1,-113.58,80.6,10,1,6.93,US,1602985442
86,kodiak,57.79,-152.41,46.4,65,90,5.82,US,1602985592
87,shirokiy,49.76,129.52,34.77,68,0,14.09,RU,1602985592
88,igarka,67.47,86.58,23.74,97,96,9.64,RU,1602985593
89,kaitangata,-46.28,169.85,53.01,71,94,5.79,NZ,1602985593
90,kahului,20.89,-156.47,89.6,49,40,5.82,US,1602985593
91,baykit,61.67,96.37,37.72,89,100,4.63,RU,1602985593
92,ponta do sol,32.67,-17.1,69.8,68,40,19.46,PT,1602985593
93,makakilo city,21.35,-158.09,82.4,74,1,5.82,US,1602985593
94,urumqi,43.8,87.6,46.4,42,0,4.47,CN,1602985593
95,vila,42.03,-8.16,48.99,93,100,1.01,PT,1602985405
96,faanui,-16.48,-151.75,79.99,74,100,3.94,PF,1602985594
97,castro,-24.79,-50.01,50.67,93,8,8.01,BR,1602985581
98,berlevag,70.86,29.09,37.99,74,99,12.66,NO,1602985594
99,prachuap khiri khan,12.22,99.75,75.2,94,40,5.82,TH,1602985594
100,ilulissat,69.22,-51.1,37.4,93,100,3.36,GL,1602985594
101,marystown,47.17,-55.15,57.0,100,100,14.92,CA,1602985594
102,oranjemund,-28.55,16.43,57.2,91,0,5.61,NA,1602985594
103,macklin,52.33,-109.93,21.04,82,9,10.22,CA,1602985595
104,port hedland,-20.32,118.57,82.4,45,0,17.22,AU,1602985595
105,omboue,-1.57,9.26,76.26,88,98,7.45,GA,1602985595
106,coos bay,43.37,-124.22,57.99,82,1,14.99,US,1602985595
107,narsaq,60.92,-46.05,33.8,80,64,1.12,GL,1602985595
108,xichang,27.9,102.26,56.28,69,98,3.44,CN,1602985595
109,whitianga,-36.83,175.7,61.32,56,12,7.23,NZ,1602985595
110,marawi,8.0,124.29,82.0,79,87,3.0,PH,1602985596
111,yellowknife,62.46,-114.35,25.0,85,75,12.75,CA,1602985428
112,rio de janeiro,-22.9,-43.21,71.6,73,73,4.7,BR,1602985596
113,carnarvon,-24.87,113.63,73.4,73,90,14.99,AU,1602985596
114,mar del plata,-38.0,-57.56,66.2,88,0,8.05,AR,1602985330
115,gat,31.61,34.76,71.01,82,0,3.29,IL,1602985596
116,upernavik,72.79,-56.15,35.37,96,100,11.23,GL,1602985596
117,hilo,19.73,-155.09,87.8,55,90,14.99,US,1602985596
118,severo-kurilsk,50.68,156.12,48.58,62,15,14.29,RU,1602985597
119,norman wells,65.28,-126.83,21.2,62,5,4.7,CA,1602985597
120,anito,12.45,125.29,84.31,81,76,6.33,PH,1602985597
121,talnakh,69.49,88.4,26.6,92,85,8.95,RU,1602985597
122,pangnirtung,66.15,-65.71,26.85,93,98,4.05,CA,1602985597
123,yenangyaung,20.47,94.88,79.92,82,96,1.43,MM,1602985597
124,jiwani,25.05,61.74,76.33,23,100,23.04,PK,1602985597
125,myitkyina,25.38,97.4,78.37,80,89,2.15,MM,1602985597
126,timizart,36.8,4.27,55.47,55,14,3.09,DZ,1602985598
127,wewak,-3.55,143.63,80.42,83,100,3.11,PG,1602985598
128,saldanha,-33.01,17.94,55.4,87,7,6.93,ZA,1602985598
129,salalah,17.02,54.09,73.4,43,0,5.82,OM,1602985598
130,vanimo,-2.67,141.3,86.49,62,100,7.23,PG,1602985598
131,kavaratti,10.57,72.64,81.12,79,32,9.71,IN,1602985598
132,berbera,10.44,45.01,82.33,67,0,2.59,SO,1602985599
133,touros,-5.2,-35.46,75.2,83,20,4.7,BR,1602985589
134,darhan,49.49,105.92,41.23,64,48,8.16,MN,1602985599
135,tuktoyaktuk,69.45,-133.04,15.8,85,5,5.82,CA,1602985599
136,qaanaaq,77.48,-69.36,35.46,86,100,8.81,GL,1602985586
137,turukhansk,65.82,87.98,26.96,98,100,16.55,RU,1602985595
138,eau claire,44.81,-91.5,44.6,75,90,9.17,US,1602985599
139,christchurch,-43.53,172.63,66.2,55,100,10.29,NZ,1602985559
140,katherine,-14.47,132.27,89.6,52,35,9.17,AU,1602985600
141,savannah bight,16.45,-85.85,83.32,74,36,9.55,HN,1602985600
142,leningradskiy,69.38,178.42,25.0,89,0,7.14,RU,1602985599
143,castries,14.0,-61.01,82.4,78,20,11.41,LC,1602985600
144,dos quebradas,4.84,-75.67,62.92,87,100,2.66,CO,1602985600
145,margate,51.38,1.39,51.01,66,92,3.0,GB,1602985370
146,hambantota,6.12,81.12,75.2,100,40,5.82,LK,1602985586
147,cimislia,46.52,28.78,48.2,100,90,3.36,MD,1602985601
148,nicoya,10.15,-85.45,78.8,83,93,8.05,CR,1602985502
149,aguililla,18.73,-102.73,68.81,82,100,3.11,MX,1602985601
150,souillac,-20.52,57.52,66.2,88,20,4.7,MU,1602985601
151,atuona,-9.8,-139.03,78.4,74,0,13.94,PF,1602985601
152,arraial do cabo,-22.97,-42.03,70.03,83,0,15.14,BR,1602985601
153,meulaboh,4.14,96.13,81.03,73,88,3.67,ID,1602985592
154,atar,20.52,-13.05,87.01,29,26,7.11,MR,1602985602
155,moba,33.23,105.02,47.01,79,84,3.2,CN,1602985602
156,pevek,69.7,170.31,28.8,98,100,7.81,RU,1602985602
157,kruisfontein,-34.0,24.73,55.0,95,100,1.01,ZA,1602985602
158,katsuura,35.13,140.3,64.99,72,40,11.41,JP,1602985323
159,airai,-8.93,125.41,79.95,40,58,2.84,TL,1602985602
160,mokhsogollokh,61.47,128.92,19.11,93,95,7.36,RU,1602985602
161,poronaysk,49.22,143.12,54.43,58,68,16.31,RU,1602985602
162,sibu,2.3,111.82,82.4,78,20,4.7,MY,1602985320
163,lardos,36.09,28.02,73.4,88,40,3.36,GR,1602985603
164,yunhe,34.08,119.72,63.72,46,100,1.79,CN,1602985603
165,laguna,38.42,-121.42,84.2,23,1,2.44,US,1602985603
166,prince rupert,54.32,-130.32,44.6,81,90,6.93,CA,1602985504
167,bardiyah,31.76,25.09,76.98,40,64,11.65,LY,1602985603
168,hammerfest,70.66,23.68,28.4,100,99,6.93,NO,1602985603
169,tuatapere,-46.13,167.68,54.0,65,94,8.99,NZ,1602985603
170,kilindoni,-7.91,39.67,77.7,77,28,5.61,TZ,1602985603
171,adrar,20.5,-10.07,84.99,25,0,9.37,MR,1602985604
172,bijie,27.31,105.29,47.12,87,100,3.44,CN,1602985604
173,itarema,-2.92,-39.92,78.3,81,98,13.71,BR,1602985604
174,palmas,-10.21,-48.36,82.4,74,20,2.24,BR,1602985459
175,sakakah,29.97,40.21,66.2,25,0,4.7,SA,1602985604
176,kokopo,-4.35,152.26,82.54,76,100,3.85,PG,1602985604
177,shizunai,42.33,142.37,59.83,57,85,9.6,JP,1602985604
178,vila franca do campo,37.72,-25.43,62.6,67,75,8.05,PT,1602985605
179,karasjok,69.47,25.51,32.0,94,0,8.05,NO,1602985605
180,qui nhon,13.77,109.23,78.96,82,100,3.51,VN,1602985605
181,geraldton,-28.77,114.6,78.8,31,0,12.75,AU,1602985593
182,port macquarie,-31.43,152.92,78.01,88,100,7.63,AU,1602985605
183,oga,46.46,10.35,39.2,92,0,2.24,IT,1602985605
184,hidalgo,20.5,-99.0,56.19,93,8,3.27,MX,1602985605
185,chimore,-16.98,-65.13,78.8,54,1,3.47,BO,1602985605
186,torbay,47.67,-52.73,48.99,100,90,12.75,CA,1602985606
187,payakumbuh,-0.22,100.63,81.14,55,100,2.62,ID,1602985606
188,grindavik,63.84,-22.43,42.8,100,75,20.8,IS,1602985606
189,voznesenskoye,54.89,42.76,40.24,86,100,15.14,RU,1602985606
190,ponta delgada,37.73,-25.67,62.6,67,75,8.05,PT,1602985606
191,lebu,-37.62,-73.65,50.49,94,24,5.77,CL,1602985606
192,hohhot,40.81,111.65,44.6,36,0,2.24,CN,1602985606
193,vung tau,10.35,107.08,82.02,80,98,13.51,VN,1602985606
194,nacaome,13.54,-87.49,71.6,78,40,4.7,HN,1602985607
195,talcahuano,-36.72,-73.12,53.6,81,75,2.24,CL,1602985607
196,sindou,10.67,-5.17,76.93,70,56,1.77,BF,1602985607
197,portland,45.52,-122.68,62.01,74,96,1.9,US,1602984918
198,hamilton,39.18,-84.53,54.0,40,1,7.14,US,1602985552
199,fez,34.04,-5.0,53.6,62,0,2.24,MA,1602985607
200,mao,39.89,4.27,53.6,76,0,3.36,ES,1602985607
201,ratnagiri,16.98,73.3,76.57,89,17,6.69,IN,1602985462
202,tessalit,20.2,1.01,81.16,18,0,8.84,ML,1602985608
203,sambava,-14.27,50.17,70.83,82,28,9.93,MG,1602985608
204,chuy,-33.7,-53.46,60.89,85,89,7.25,UY,1602985608
205,alberton,46.82,-64.07,44.08,76,46,30.56,CA,1602985608
206,atambua,-9.11,124.89,88.21,45,76,3.91,ID,1602985608
207,bandarbeyla,9.49,50.81,78.66,78,0,7.31,SO,1602985608
208,snezhnogorsk,69.19,33.25,23.0,100,90,4.47,RU,1602985608
209,fortuna,40.6,-124.16,59.0,87,1,10.29,US,1602985609
210,isangel,-19.55,169.27,80.6,65,40,9.17,VU,1602985609
211,belize,17.25,-88.75,75.0,88,100,1.95,BZ,1602985609
212,tura,25.52,90.22,78.94,87,37,1.61,IN,1602985450
213,ayan,56.45,138.17,30.81,82,100,9.31,RU,1602985609
214,thompson,55.74,-97.86,28.4,100,90,2.24,CA,1602985609
215,abalak,58.13,68.59,29.16,96,80,13.18,RU,1602985609
216,carauari,-4.88,-66.9,75.11,89,97,3.49,BR,1602985553
217,preili,56.29,26.72,34.81,86,76,4.43,LV,1602985610
218,aksarka,66.56,67.8,22.62,95,100,8.39,RU,1602985610
219,padang,-0.95,100.35,83.55,65,100,1.28,ID,1602985610
220,teknaf,20.86,92.31,82.29,80,100,2.68,BD,1602985610
221,punta alta,-38.88,-62.07,75.33,61,0,14.18,AR,1602985610
222,tamandare,-8.76,-35.1,75.43,81,0,10.22,BR,1602985610
223,klobuck,50.9,18.94,39.0,85,58,6.85,PL,1602985611
224,ribeira grande,38.52,-28.7,62.85,61,23,13.73,PT,1602985611
225,havre-saint-pierre,50.23,-63.6,51.8,100,90,14.99,CA,1602985611
226,raver,21.25,76.03,77.45,85,100,3.67,IN,1602985611
227,husavik,66.04,-17.34,44.6,81,40,18.34,IS,1602985611
228,rio grande,-32.03,-52.1,66.0,89,99,15.77,BR,1602985559
229,ballina,-28.87,153.57,88.0,51,23,13.87,AU,1602985611
230,lorengau,-2.02,147.27,85.37,69,2,10.51,PG,1602985611
231,ambovombe,-25.17,46.08,65.07,88,41,15.48,MG,1602985612
232,miyang,24.4,103.44,58.14,76,90,3.29,CN,1602985612
233,lashio,22.93,97.75,68.58,94,100,0.43,MM,1602985433
234,umm lajj,25.02,37.27,82.47,42,0,7.99,SA,1602985612
235,davila,18.47,120.58,87.8,66,20,3.36,PH,1602985612
236,acapulco,16.86,-99.89,84.2,79,75,8.05,MX,1602985612
237,springfield,37.22,-93.3,63.0,42,90,13.87,US,1602985592
238,liwale,-9.77,37.93,72.28,79,72,2.37,TZ,1602985612
239,vila velha,-20.33,-40.29,68.0,94,90,12.75,BR,1602985580
240,cherskiy,68.75,161.3,24.75,93,27,15.35,RU,1602985613
241,dubbo,-32.25,148.62,66.2,82,75,8.05,AU,1602985422
242,praia da vitoria,38.73,-27.07,60.8,67,20,11.7,PT,1602985613
243,mamanguape,-6.84,-35.13,75.2,83,40,4.7,BR,1602985613
244,half moon bay,37.46,-122.43,87.8,68,1,3.69,US,1602985613
245,ulladulla,-35.35,150.47,68.0,77,75,17.22,AU,1602985613
246,provideniya,64.38,-173.3,38.21,85,48,2.08,RU,1602985614
247,taoudenni,22.68,-3.98,81.28,22,0,7.29,ML,1602985590
248,tiksi,71.69,128.87,19.26,96,99,12.06,RU,1602985614
249,sroda wielkopolska,52.23,17.28,43.0,95,79,1.01,PL,1602985614
250,hoa binh,20.81,105.34,73.4,56,100,11.41,VN,1602985614
251,banda aceh,5.56,95.32,84.87,65,98,13.51,ID,1602985614
252,grand gaube,-20.01,57.66,69.01,82,24,5.01,MU,1602985614
253,saint-raymond,45.47,-73.61,50.0,66,5,9.17,CA,1602985615
254,powell river,49.85,-124.54,51.8,87,90,4.32,CA,1602985411
255,dobroteasa,44.78,24.38,46.99,87,0,11.41,RO,1602985615
256,huescar,37.81,-2.54,48.99,62,0,2.91,ES,1602985615
257,arlit,18.74,7.39,87.49,13,0,5.01,NE,1602985615
258,rocha,-34.48,-54.33,63.55,77,66,7.58,UY,1602985607
259,qaqortoq,60.72,-46.03,33.8,80,73,1.12,GL,1602985615
260,bathsheba,13.22,-59.52,80.6,83,40,9.17,BB,1602985616
261,keflavik,64.0,-22.56,44.6,100,75,20.8,IS,1602985616
262,keetmanshoop,-26.58,18.13,67.48,25,0,6.08,NA,1602985616
263,san patricio,28.02,-97.52,77.0,78,20,10.29,US,1602985616
264,rabat,33.99,-6.84,57.99,93,0,4.92,MA,1602985333
265,morros,-9.45,-46.3,81.45,28,0,4.09,BR,1602985616
266,obihiro,42.92,143.2,59.0,51,20,6.93,JP,1602985617
267,jacksonville,30.33,-81.66,73.99,73,40,12.75,US,1602985389
268,pimentel,-6.84,-79.93,62.6,86,83,9.95,PE,1602985617
269,pacific grove,36.62,-121.92,68.0,64,1,1.79,US,1602985607
270,anklam,53.86,13.69,46.0,87,90,14.29,DE,1602985617
271,brigantine,39.41,-74.36,54.0,87,1,1.81,US,1602985421
272,edson,53.58,-116.44,21.2,73,90,4.7,CA,1602985504
273,berdigestyakh,62.1,126.7,18.01,93,100,7.07,RU,1602985497
274,victor harbor,-35.57,138.62,57.99,60,83,1.01,AU,1602985617
275,yakeshi,49.28,120.73,36.39,71,1,15.17,CN,1602985398
276,urambo,-5.07,32.05,71.91,48,78,7.81,TZ,1602985618
277,bad langensalza,51.1,10.65,42.8,93,20,9.17,DE,1602985618
278,ostrovnoy,68.05,39.51,32.83,87,0,4.25,RU,1602985618
279,arman,59.7,150.17,33.48,91,100,3.96,RU,1602985618
280,adwa,14.16,38.9,56.59,69,0,2.37,ET,1602985618
281,boende,-0.22,20.87,70.92,95,98,1.59,CD,1602985618
282,seoul,37.57,126.98,60.8,58,1,4.81,KR,1602985619
283,naze,28.37,129.48,77.0,88,75,11.41,JP,1602985619
284,neiafu,-18.65,-173.98,78.8,88,75,14.99,TO,1602985619
285,richards bay,-28.78,32.04,68.45,89,2,8.68,ZA,1602985529
286,sarnia,42.98,-82.4,52.0,53,90,12.75,CA,1602985440
287,rovaniemi,66.5,25.72,28.4,100,90,23.04,FI,1602985619
288,guaruja,-23.99,-46.26,60.8,82,90,10.29,BR,1602985619
289,hasaki,35.73,140.83,64.0,77,75,9.17,JP,1602985619
290,yatou,37.15,122.38,64.76,33,0,6.38,CN,1602985619
291,waterloo,43.47,-80.52,46.0,70,90,4.7,CA,1602985362
292,kudahuvadhoo,2.67,72.89,82.78,77,99,18.16,MV,1602985620
293,saskylakh,71.92,114.08,14.74,96,99,5.08,RU,1602985620
294,gigmoto,13.78,124.39,85.42,73,100,9.33,PH,1602985620
295,kharp,66.8,65.81,24.91,95,100,9.86,RU,1602985620
296,nobres,-14.72,-56.33,77.72,68,70,5.48,BR,1602985620
297,buluang,13.31,123.34,88.88,60,100,1.48,PH,1602985614
298,bahia blanca,-38.72,-62.27,77.23,55,0,12.57,AR,1602985522
299,port hardy,50.7,-127.42,46.4,93,90,5.82,CA,1602985621
300,los llanos de aridane,28.66,-17.92,69.8,88,75,4.7,ES,1602985588
301,cayenne,4.93,-52.33,77.0,100,20,10.07,GF,1602985621
302,spassk-ryazanskiy,54.41,40.38,44.01,100,100,14.92,RU,1602985513
303,mondolfo,43.75,13.1,50.0,100,0,3.36,IT,1602985621
304,kansk,56.2,95.72,47.66,57,100,15.28,RU,1602985621
305,faya,18.39,42.45,55.4,28,0,5.46,SA,1602985621
306,lasa,46.62,10.7,39.2,93,5,6.93,IT,1602985592
307,andenes,69.31,16.12,39.2,80,40,23.04,NO,1602985622
308,sao filipe,14.9,-24.5,79.97,79,20,0.34,CV,1602985610
309,komsomolskiy,40.43,71.72,50.0,61,0,9.17,UZ,1602985622
310,sokoni,-6.43,39.55,77.47,78,27,5.86,TZ,1602985622
311,cidreira,-30.18,-50.21,66.96,82,100,22.82,BR,1602985596
312,bay roberts,47.6,-53.26,52.0,1,91,9.62,CA,1602985622
313,am timan,11.03,20.28,72.07,68,61,3.69,TD,1602985622
314,toguchin,55.24,84.39,47.57,84,100,21.85,RU,1602985623
315,fort nelson,58.81,-122.7,24.8,53,20,3.36,CA,1602985623
316,kalmunai,7.42,81.82,81.41,66,98,4.18,LK,1602985623
317,aklavik,68.22,-135.01,19.4,57,20,4.7,CA,1602985425
318,eyl,7.98,49.82,79.29,77,0,10.56,SO,1602985623
319,dudinka,69.41,86.18,26.6,92,98,8.95,RU,1602985623
320,abeche,13.83,20.83,80.46,18,8,7.31,TD,1602985623
321,sandpoint,48.28,-116.55,52.0,61,90,1.86,US,1602985623
322,birao,10.28,22.79,72.52,82,100,4.59,CF,1602985623
323,farafangana,-22.82,47.83,69.35,80,100,7.94,MG,1602985624
324,nome,64.5,-165.41,35.6,93,90,24.16,US,1602985624
325,longyearbyen,78.22,15.64,24.8,73,75,4.7,SJ,1602985624
326,houma,29.6,-90.72,66.0,82,1,4.7,US,1602985624
327,sao joao da barra,-21.64,-41.05,69.96,84,34,9.57,BR,1602985624
328,jinxiang,27.43,120.61,68.83,68,94,11.43,CN,1602985624
329,mchinji,-13.8,32.88,63.75,63,2,2.8,MW,1602985624
330,portoferraio,42.81,10.31,55.0,85,70,11.21,IT,1602985624
331,mizdah,31.45,12.98,58.14,76,89,8.1,LY,1602985624
332,kupang,-10.17,123.58,89.6,52,20,4.7,ID,1602985542
333,vieux-habitants,16.06,-61.77,77.0,94,51,2.24,GP,1602985625
334,cache creek,50.81,-121.32,48.2,64,90,4.7,CA,1602985625
335,katangli,51.71,143.23,46.76,73,79,13.31,RU,1602985625
336,cabo san lucas,22.89,-109.91,84.0,78,5,5.82,MX,1602985625
337,taquarituba,-23.53,-49.24,57.24,83,52,12.93,BR,1602985625
338,henties bay,-22.12,14.28,57.0,94,0,1.01,NA,1602985625
339,tigre,-34.43,-58.58,69.8,88,0,8.05,AR,1602985625
340,lagoa,39.05,-27.98,61.86,63,42,14.34,PT,1602985626
341,svetlogorsk,52.63,29.73,41.41,91,100,10.49,BY,1602985626
342,natal,-5.79,-35.21,75.2,83,20,4.7,BR,1602985626
343,bengkulu,-3.8,102.27,78.24,80,99,2.44,ID,1602985614
344,kiama,-34.68,150.87,69.01,81,70,1.99,AU,1602985626
345,edremit,39.6,27.02,62.6,93,75,4.7,TR,1602985626
346,korla,41.76,86.15,55.0,42,99,4.0,CN,1602985626
347,verkhnevilyuysk,63.45,120.32,16.83,92,20,3.62,RU,1602985626
348,paamiut,61.99,-49.67,40.24,86,59,9.19,GL,1602985627
349,wasilla,61.58,-149.44,39.2,25,1,5.82,US,1602985627
350,riviere-au-renard,49.0,-64.4,57.2,87,75,20.8,CA,1602985627
351,kirakira,-10.45,161.92,85.35,70,3,7.65,SB,1602985627
352,yumen,40.28,97.2,46.04,45,0,9.53,CN,1602985627
353,kondoa,-4.9,35.78,57.74,90,0,3.94,TZ,1602985627
354,chalon-sur-saone,46.78,4.85,44.6,87,75,3.36,FR,1602985627
355,pochutla,15.74,-96.47,76.32,91,54,3.4,MX,1602985628
356,ituverava,-20.34,-47.78,72.23,79,16,7.07,BR,1602985628
357,port blair,11.67,92.75,79.54,85,100,12.48,IN,1602985628
358,nizhnevartovsk,60.93,76.55,30.2,92,75,13.42,RU,1602985628
359,birnin kebbi,12.45,4.2,80.73,64,2,8.16,NG,1602985628
360,pizhanka,57.46,48.54,30.42,97,85,7.92,RU,1602985628
361,papar,5.73,115.93,84.2,74,20,4.7,MY,1602985481
362,nichinan,31.6,131.37,66.2,63,75,9.17,JP,1602985629
363,hami,42.8,93.45,53.01,35,0,5.84,CN,1602985629
364,mwinilunga,-11.74,24.43,64.69,59,48,3.78,ZM,1602985629
365,nuuk,64.18,-51.72,44.6,87,100,18.34,GL,1602985618
366,nantucket,41.28,-70.1,55.0,53,1,8.05,US,1602985535
367,tiznit,29.58,-9.5,59.47,63,0,0.2,MA,1602985629
368,eenhana,-17.47,16.33,75.2,23,0,5.82,NA,1602985629
369,gold coast,-28.0,153.43,82.99,57,22,25.28,AU,1602985630
370,huilong,31.81,121.66,75.0,50,27,3.0,CN,1602985630
371,kemijarvi,66.71,27.43,29.21,98,100,15.7,FI,1602985630
372,floro,61.6,5.03,44.6,56,4,18.34,NO,1602985630
373,coquimbo,-29.95,-71.34,53.6,87,0,2.24,CL,1602985377
374,ossora,59.24,163.07,40.05,64,0,7.14,RU,1602985630
375,flin flon,54.77,-101.86,26.82,96,100,9.46,CA,1602985631
376,tarancon,40.01,-3.01,48.99,75,0,5.82,ES,1602985453
377,roma,43.21,-75.46,41.0,68,1,5.82,US,1602985631
378,astoria,46.19,-123.83,55.99,76,90,4.7,US,1602985631
379,lacombe,52.47,-113.74,17.6,72,75,12.75,CA,1602985631
380,hope,33.67,-93.59,66.99,50,100,1.99,US,1602985504
381,latung,5.5,120.88,82.62,77,100,17.87,PH,1602985631
382,port augusta,-32.5,137.77,62.01,54,90,12.75,AU,1602985631
383,caravelas,-17.71,-39.25,72.75,78,50,7.27,BR,1602985631
384,cozma,46.81,24.52,43.0,93,51,4.12,RO,1602985632
385,amboasary,-25.03,46.38,66.2,100,75,11.41,MG,1602985632
386,koplik,42.21,19.44,51.8,93,75,3.36,AL,1602985632
